datetime,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),streamflow,is_rain
1980-02-16,0.767619258321405,0.03481110409755704,0.2191907514450867,0.4545679623669225,0.5340850408688906,0.5026140253097993,1.0
1980-02-17,0.8458132798373952,0.22596328180609465,0.3216184971098266,0.4315424610051993,0.5095096924382179,0.5565824588769241,1.0
1980-02-18,0.8749822452257441,0.11168562564632886,0.3299421965317919,0.5184451596929932,0.6060273741390523,0.6937238954099066,1.0
1980-02-19,0.840264674445356,0.030137391047422073,0.21456647398843934,0.46348105966823466,0.5448763115657996,0.6621464135894752,1.0
1980-02-20,0.7961149624268531,0.07687452154877181,0.2413872832369942,0.4515969299331517,0.5287013145536757,0.621684160688851,1.0
1980-02-21,0.7916744012421654,0.0438764957896292,0.20369942196531793,0.4409507303788066,0.5177755351137302,0.6077663800386447,1.0
1980-02-22,0.5740969424044973,0.13714930364361597,0.19352601156069366,0.37410250061896505,0.44322826864251846,0.5857241543859425,1.0
1980-02-23,0.0,0.24789481459595214,0.19260115606936418,0.35578113394404554,0.42210808540051,0.5699348058617182,0.0
1980-02-24,0.0,0.614364952524208,0.3847398843930636,0.3783114632334736,0.45037147932496957,0.5632559703481903,0.0
1980-02-25,0.0,0.6701137538779731,0.4545664739884393,0.39638524387224555,0.47062172590906115,0.5518142118102289,0.0
1980-02-26,0.0,0.6690124766650104,0.509364161849711,0.4590245110175786,0.5381882882258114,0.5456992339313216,0.0
1980-02-27,0.0,0.550840059630132,0.511907514450867,0.5583065115127506,0.6456702576647003,0.5437288125309367,0.0
1980-02-28,0.5053753785803614,0.4447548315180167,0.46404624277456646,0.4647189898489725,0.5446909496615622,0.5445205084822418,1.0
1980-02-29,0.0,0.6313944586953895,0.41919075144508666,0.4132210943302797,0.48621072035564217,0.5355396425374807,0.0
1980-03-01,0.0,0.6554345344417735,0.49317919075144506,0.4696707105719237,0.5487386244324636,0.5342663149219328,0.0
1980-03-02,0.44877693759412285,0.2798318537718745,0.3623121387283237,0.5001237930180737,0.5828686670080101,0.5312466410800393,1.0
1980-03-03,0.6778874315691226,0.350823943378235,0.336878612716763,0.43030453082446146,0.507960787061901,0.5353282710635087,1.0
1980-03-04,0.5740969424044973,0.3954525309230584,0.33641618497109826,0.4082693736073285,0.47886419675482056,0.5312466410800393,1.0
1980-03-05,0.6294981002287429,0.3046777421131093,0.3248554913294798,0.4533300321861847,0.5309541774584755,0.5363817653132573,1.0
1980-03-06,0.7287430743495107,0.1347855866987201,0.21572254335260116,0.41941074523396876,0.4936460780954181,0.5318995452651968,1.0
1980-03-07,0.42680278860076365,0.5210921446702212,0.24994219653179192,0.23991086902698683,0.29380589747847824,0.5222183680332588,1.0
1980-03-08,0.0,0.7119891483903895,0.2809248554913295,0.2886853181480564,0.3451924105883383,0.5169768127331794,0.0
1980-03-09,0.0,0.7883533219624224,0.40115606936416187,0.32607080960633816,0.3896579941682181,0.5130298680268256,0.0
1980-03-10,0.0,0.7857747216588995,0.4159537572254336,0.3552859618717504,0.4217127831352065,0.5135297280884329,0.0
1980-03-11,0.0,0.5108851851354437,0.3405780346820809,0.4538252042584798,0.5322079152932356,0.5130298680268256,0.0
1980-03-12,0.33854567362753535,0.5736714164842397,0.27537572254335263,0.2696211933646942,0.32521274173045833,0.5004286395405896,1.0
1980-03-13,0.0,0.7920197692689938,0.44,0.40009903441445893,0.4668177817588047,0.5026140253097993,0.0
1980-03-14,0.0,0.799084059683853,0.4890173410404624,0.4456548650656103,0.5217172062348508,0.505825830913743,0.0
1980-03-15,0.05124713672483916,0.5892504599846896,0.410635838150289,0.5021044813072542,0.5835361457099839,0.5044970475800699,1.0
1980-03-16,0.0,0.7808592648303094,0.3754913294797688,0.3585045803416687,0.4234021766052434,0.49764510875446816,0.0
1980-03-17,0.0,0.7373453847083631,0.43260115606936417,0.44293141866798713,0.5179655575919361,0.5036933197018504,0.0
1980-03-18,0.34074474936381843,0.5179091849205604,0.39838150289017343,0.46125278534290665,0.5399903177141293,0.5115188478223853,1.0
1980-03-19,0.31669106987403894,0.6356115446084423,0.4196531791907514,0.40282248081208216,0.4718198987641757,0.5017987329289058,1.0
1980-03-20,0.0,0.7756886340133496,0.45225433526011566,0.42832384253528094,0.5019667256993523,0.5089614599873453,0.0
1980-03-21,0.0,0.5078768181146672,0.29919075144508667,0.40282248081208216,0.4717983447704066,0.5060899924977432,0.0
1980-03-22,0.0,0.6794074591385865,0.3660115606936416,0.40084179252290164,0.47137778767643984,0.5007037964116192,0.0
1980-03-23,0.08405696180730521,0.6442203091634323,0.3997687861271676,0.4367417677642981,0.5116324020259281,0.4990441993638259,1.0
1980-03-24,0.0,0.6963295236304544,0.38335260115606934,0.40084179252290164,0.47301415722481505,0.5044970475800699,0.0
1980-03-25,0.0,0.7377751514256168,0.34404624277456647,0.34142114384748695,0.4054362184314057,0.49160168587172287,0.0
1980-03-26,0.08113980109707698,0.8259847701419574,0.3926011560693642,0.29338945283486006,0.3499460494689581,0.48982301112468485,1.0
1980-03-27,0.0,0.8186250151089862,0.40046242774566476,0.34142114384748695,0.40341470691551046,0.49041856541462103,0.0
1980-03-28,0.0,0.7694838770329981,0.42335260115606943,0.40604109928200044,0.4776783233837068,0.49537530487311565,0.0
1980-03-29,0.0,0.7949878456600278,0.4894797687861272,0.4511017578608566,0.5268889740198529,0.5117718868064356,0.0
1980-03-30,0.0,0.7648773150324341,0.4961849710982659,0.4778410497647932,0.5565395851678948,0.5349045116340444,0.0
1980-03-31,0.0,0.7323493466202877,0.42520231213872833,0.4322852191136419,0.5062091614646484,0.5368008237585679,0.0
1980-04-01,0.047843763603975215,0.619105816623914,0.33132947976878613,0.39143352314929436,0.4600251655842164,0.5299310796903551,1.0
1980-04-02,0.0,0.7615600531836313,0.37225433526011564,0.3624659569200297,0.42809621876367965,0.5203363031020235,0.0
1980-04-03,0.0,0.8168119367705718,0.40554913294797684,0.35553354790789793,0.4203506620251775,0.5150180683324762,0.0
1980-04-04,0.0,0.7734726493775099,0.45179190751445086,0.43129487496905167,0.5067090835763517,0.5174619979705518,0.0
1980-04-05,0.6358887726687382,0.3510925475765187,0.3713294797687861,0.48056449616241637,0.5593239580178619,0.5259039817055178,1.0
1980-04-06,0.5664467372189821,0.3653822909252072,0.33965317919075144,0.4451596929933151,0.5224498019238623,0.5200991499822782,1.0
1980-04-07,0.0,0.8470836299171357,0.43213872832369943,0.35875216637781626,0.4249980635326686,0.5127792275180014,0.0
1980-04-08,0.0,0.8560415799298945,0.5595375722543352,0.4783362218370884,0.5578705555626998,0.5150180683324762,0.0
1980-04-09,0.0,0.794114882015606,0.5442774566473988,0.5181975736568457,0.6028935274085715,0.533410565469637,0.0
1980-04-10,0.0,0.8982258692703368,0.574335260115607,0.4315424610051993,0.5098789014293164,0.5583715636985449,0.0
1980-04-11,0.0,0.9096684081172188,0.6749132947976878,0.49442931418667985,0.5777507630885982,0.5755142341056386,0.0
1980-04-12,0.0,0.8592245396795553,0.5824277456647399,0.48551621688536767,0.5682480584528184,0.5871612645006116,0.0
1980-04-13,0.0,0.8789938086732296,0.6443930635838151,0.5209210200544689,0.6062139564228964,0.6194639098769013,0.0
1980-04-14,0.0,0.8688137095582806,0.6439306358381504,0.5266154988858628,0.6137171920186517,0.6362620874978229,0.0
1980-04-15,0.0,0.895580117917243,0.6393063583815028,0.4775934637286457,0.5585937293735099,0.6439231922309072,0.0
1980-04-16,0.0,0.8422621845579449,0.6957225433526012,0.5961871750433275,0.6865880884363887,0.6596918970157175,0.0
1980-04-17,0.0,0.8046844572180665,0.6813872832369942,0.6107947511760337,0.7019797755500685,0.6817023391404191,0.0
1980-04-18,0.0,0.803918935252958,0.7024277456647399,0.6318395642485763,0.7242218296780516,0.6999585643506012,0.0
1980-04-19,0.0,0.8389314924992279,0.6890173410404624,0.5862837335974251,0.6762566957320788,0.7116096765954376,0.0
1980-04-20,0.0,0.8010180099114951,0.6864739884393064,0.6095568209952958,0.7005587993523253,0.7191946304776778,0.0
1980-04-21,0.48019787860550267,0.5232946990961469,0.46173410404624277,0.43921762812577364,0.5147216644630679,0.7041542464425012,1.0
1980-04-22,0.44904114958655,0.2775890087162063,0.2876300578034682,0.4139638524387224,0.4867180412889159,0.6684773814348328,1.0
1980-04-23,0.28396602607319044,0.3030929773432359,0.30057803468208094,0.43278039118593703,0.5086045258140875,0.6411020433284392,1.0
1980-04-24,0.0,0.5563867363246888,0.3817341040462428,0.45134934389700415,0.5312290865265431,0.6362620874978229,0.0
1980-04-25,0.0,0.77363381189648,0.5179190751445086,0.4825451844515969,0.565430995514735,0.6629545629810351,0.0
1980-04-26,0.0,0.8188398984676132,0.5798843930635837,0.5137410250061897,0.5992690020735922,0.6930839482320944,0.0
1980-04-27,0.0,0.8076659638190147,0.5951445086705203,0.5352810101510274,0.6244141960650833,0.7076475230665654,0.0
1980-04-28,0.0,0.7097731637545496,0.6041618497109827,0.6053478583807873,0.6983734367227802,0.7202435279172027,0.0
1980-04-29,0.3534856063807497,0.4309485757262386,0.5160693641618497,0.5820747709829165,0.6734863839261406,0.7132720559412026,1.0
1980-04-30,0.0,0.5110194872345856,0.3946820809248555,0.4865065610299579,0.5717493796488552,0.7273616620295055,0.0
1980-05-01,0.0,0.6290844625901504,0.460578034682081,0.5028472394156969,0.5875941457729885,0.7396430078957624,0.0
1980-05-02,0.0,0.7491371090130139,0.5542196531791908,0.5392423867293884,0.6287682437360537,0.7525268869578947,0.0
1980-05-03,0.0,0.7283740044856901,0.574335260115607,0.5721713295370141,0.6631684946620948,0.7631378860272611,0.0
1980-05-04,0.0,0.8073839294108168,0.6418497109826589,0.5895023520673434,0.682317254501063,0.7525268869578947,0.0
1980-05-05,0.0,0.7515008259579097,0.6441618497109827,0.6216885367665264,0.7151024981030089,0.7604675996410475,0.0
1980-05-06,0.0,0.7600558696732431,0.6360693641618497,0.6058430304530824,0.6981994343708371,0.7635149907575588,0.0
1980-05-07,0.0,0.7846331538161943,0.5489017341040463,0.5053230997771725,0.5933661368401983,0.7627597026206369,0.0
1980-05-08,0.0,0.6469735021958394,0.519306358381503,0.5513741025006189,0.6401702337847032,0.7537488256817916,0.0
1980-05-09,0.26982410980339944,0.6305483554707961,0.5008092485549133,0.5137410250061897,0.6007867461907637,0.7440786076737247,1.0
1980-05-10,0.7026460633877425,0.3892209135228784,0.31491329479768787,0.40009903441445893,0.47255197940722293,0.7093601484230249,1.0
1980-05-11,0.3472098021143173,0.37127815307753265,0.30982658959537573,0.41049764793265653,0.48262915963392716,0.6767152727012227,1.0
1980-05-12,0.14861630396289274,0.32240561919982813,0.28601156069364164,0.450854171824709,0.5291806352683551,0.6563466754578257,1.0
1980-05-13,0.1353497221102977,0.4244886447575176,0.39398843930635835,0.5347858380787323,0.6211912838751715,0.6493910766997063,1.0
1980-05-14,0.4493050363949042,0.2691682671000148,0.4078612716763006,0.5669720227779153,0.6553795033366336,0.6420491306792189,1.0
1980-05-15,0.3234370467001006,0.4363340899018252,0.415028901734104,0.5102748205001237,0.5944542044880081,0.6420491306792189,1.0
1980-05-16,0.0,0.771713291878752,0.5070520231213873,0.5350334241148799,0.6221282858299043,0.6677023919426248,0.0
1980-05-17,0.0,0.7948804039807141,0.5595375722543352,0.5791037385491458,0.668731902580368,0.7064933225560792,0.0
1980-05-18,0.0,0.9178742663747836,0.6707514450867051,0.5934637286457043,0.6855265501824237,0.7436416845106911,0.0
1980-05-19,0.0,0.8743335258330088,0.7010404624277456,0.6707105719237435,0.7639322819294236,0.7697664836125289,0.0
1980-05-20,0.0,0.9356961549309017,0.7650867052023123,0.6377816291161178,0.714409427665733,0.7900393842056594,0.0
1980-05-21,0.0,0.8811426422594985,0.7810404624277457,0.7390443179004703,0.8093546663885518,0.7983968471023993,0.0
1980-05-22,0.0,0.8304435998334654,0.6966473988439306,0.6892795246348106,0.7528313194076034,0.7948795615433442,0.0
1980-05-23,0.0,0.7801206032850293,0.49341040462427743,0.5085417182470908,0.5830277010896175,0.7774412368494222,0.0
1980-05-24,0.0,0.4670355497656429,0.2885549132947977,0.4169348848724931,0.490556985557252,0.7243578335724119,0.0
1980-05-25,0.3281288751570264,0.42892061402919734,0.2661271676300578,0.3800445654865065,0.4470768693961767,0.6891778198528488,1.0
1980-05-26,0.0,0.5454545454545455,0.3461271676300578,0.45679623669225056,0.5328194950399191,0.6684773814348328,0.0
1980-05-27,0.0,0.46833828012731843,0.4060115606936416,0.5466699678138153,0.6328074976289163,0.6546417797664182,0.0
1980-05-28,0.0,0.3797123249036383,0.42728323699421966,0.5966823471156226,0.6854184242558132,0.6493910766997063,0.0
1980-05-29,0.0,0.6768019984152353,0.4564161849710983,0.5389948006932409,0.6217065745526015,0.6493910766997063,0.0
1980-05-30,0.0,0.7606870895392097,0.5149132947976879,0.559792027729636,0.6336737027975351,0.6737787204740582,0.0
1980-05-31,0.0,0.8146631031843028,0.5216184971098267,0.5444416934884873,0.6122963332728376,0.6810013150759506,0.0
1980-06-01,0.0,0.7219409339367975,0.4876300578034682,0.5516216885367664,0.6275033680549087,0.6865081111982003,0.0
1980-06-02,0.0,0.39456613706872246,0.4339884393063584,0.5994057935132457,0.6889460007896661,0.6904927270490557,0.0
1980-06-03,0.0,0.6353832310399012,0.4626589595375722,0.5625154741272592,0.6329878374441529,0.6962531514764689,0.0
1980-06-04,0.10866575088206731,0.45395452530923064,0.4608092485549133,0.6187175043327556,0.7048223561128709,0.6904927270490557,1.0
1980-06-05,0.0,0.5431445493493064,0.43260115606936417,0.5711809853924239,0.6204887468018563,0.6774393316237266,0.0
1980-06-06,0.0,0.7870103009710042,0.5042774566473989,0.5667244367417676,0.523789092713748,0.6898369081011454,0.0
1980-06-07,0.0,0.9245893713318741,0.6150289017341041,0.5429561772716018,0.41583186875711936,0.7093601484230249,0.0
1980-06-08,0.0,0.9271276810056541,0.6709826589595376,0.5922257984649665,0.450211453673465,0.7409893823495458,0.0
1980-06-09,0.0,0.9117769510737455,0.6552601156069364,0.6169844020797226,0.49472061667526046,0.7642659886802798,0.0
1980-06-10,0.0,0.9250728588887844,0.7082080924855491,0.6266402574894776,0.480688420401171,0.7711954392009502,0.0
1980-06-11,0.0,0.9134691575229323,0.681849710982659,0.6281257737063629,0.48583754560519077,0.7686845395320401,0.0
1980-06-12,0.0,0.7548718086463692,0.5724855491329479,0.622431294874969,0.5623397560766172,0.7553607057965813,0.0
1980-06-13,0.0,0.8753810822063149,0.5317919075144508,0.5120079227531567,0.42773165946125874,0.7405421125427119,0.0
1980-06-14,0.0,0.8851448448139244,0.5754913294797688,0.535528596187175,0.4343820345282827,0.7293269576556752,0.0
1980-06-15,0.0,0.9121932875810851,0.6689017341040462,0.5647437484525872,0.42168806254454855,0.7462418239412822,0.0
1980-06-16,0.0,0.9227897232033736,0.7482080924855491,0.610051993067591,0.4415697280551647,0.7616186181888094,0.0
1980-06-17,0.0,0.9209229240253026,0.7595375722543353,0.6310968061401336,0.4516719442228188,0.7726091156344502,0.0
1980-06-18,0.0,0.9126902053479096,0.7398843930635838,0.6372864570438227,0.4623439784172675,0.7787900149717866,0.0
1980-06-19,0.0,0.9094266643387638,0.7657803468208093,0.6682347115622679,0.48866828186132344,0.7747016862824211,0.0
1980-06-20,0.0,0.8997434829906393,0.7442774566473987,0.6724436741767763,0.502908254361761,0.7743552164069735,0.0
1980-06-21,0.0,0.8879383284760743,0.7017341040462428,0.6486754147066105,0.4958323743063232,0.7679582931093601,0.0
1980-06-22,0.0,0.8935521562202017,0.686242774566474,0.6231740529834117,0.46844201632340987,0.7635149907575588,0.0
1980-06-23,0.0,0.899716622570811,0.6802312138728324,0.5852933894528348,0.4260377737049863,0.7470972965396718,0.0
1980-06-24,0.0,0.8574248915510552,0.6601156069364162,0.6157464718989848,0.4845596498499029,0.7373681267768294,0.0
1980-06-25,0.0,0.8075316617198728,0.664971098265896,0.6501609309234958,0.534920265181672,0.7432033126607801,0.0
1980-06-26,0.0,0.8132932217730563,0.6813872832369942,0.6570933399356276,0.5369909981657623,0.7423221842491623,0.0
1980-06-27,0.0,0.9037322553351511,0.8166473988439307,0.6459519683089874,0.46376790079482794,0.7307819924673906,0.0
1980-06-28,0.0,0.8869982137820815,0.8404624277456648,0.7249319138400594,0.5458281195071599,0.7293269576556752,0.0
1980-06-29,0.0,0.875515384305457,0.8520231213872833,0.7422629363703886,0.5763527499996521,0.7545572221398222,0.0
1980-06-30,0.14428468179695048,0.8518513544366699,0.7724855491329479,0.6684822975984155,0.5275465234954875,0.7650127448524949,1.0
1980-07-01,0.22228468692436693,0.586604708631596,0.6004624277456647,0.6622926466947264,0.6499055440777018,0.759306472487202,1.0
1980-07-02,0.3429214990726203,0.4675056071126393,0.6885549132947977,0.7306263926714532,0.7498162545058007,0.7711954392009502,1.0
1980-07-03,0.0,0.6390631085563868,0.6335260115606937,0.6682347115622679,0.6452145109484123,0.7458120029229013,0.0
1980-07-04,0.0,0.7880175667145678,0.6765317919075144,0.6219361228026739,0.542770019369864,0.7186670446666236,0.0
1980-07-05,0.0,0.8283350568769391,0.7225433526011561,0.6323347363208714,0.4677561398283821,0.7005661611405745,0.0
1980-07-06,0.0,0.8184369921701878,0.7322543352601156,0.6469423124535776,0.43209457165334836,0.6817023391404191,0.0
1980-07-07,0.0,0.7752722975060101,0.7186127167630059,0.6642733349839068,0.46726543896153205,0.6684773814348328,0.0
1980-07-08,0.0,0.7359755032971166,0.7033526011560695,0.6749195345382519,0.4968099448446285,0.6546417797664182,0.0
1980-07-09,0.0,0.801085160961066,0.7278612716763005,0.6541223075018568,0.44681155179078447,0.6439231922309072,0.0
1980-07-10,0.0,0.8009239984420956,0.743121387283237,0.6692250557068581,0.4593456005817314,0.6362620874978229,0.0
1980-07-11,0.0,0.8199277454706618,0.7805780346820811,0.689031938598663,0.46526310828852,0.6448503547178003,0.0
1980-07-12,0.0,0.8041741092413275,0.766242774566474,0.6823471156226788,0.4686703561460771,0.6466853991488413,0.0
1980-07-13,0.0,0.7371842221893931,0.7440462427745664,0.7046298588759593,0.5109455670162096,0.6475934578612932,0.0
1980-07-14,0.0,0.7151721081400503,0.7188439306358382,0.692993315177024,0.5224873313868815,0.6382193819977305,0.0
1980-07-15,0.0,0.8212439060422515,0.8,0.6999257241891557,0.48117194589864504,0.6401481226765167,0.0
1980-07-16,0.0,0.8733128298795311,0.8910982658959538,0.7288932904184203,0.48429936778443927,0.6322583651001477,0.0
1980-07-17,0.0,0.8188130380477848,0.8436994219653178,0.7435008665511265,0.5229842333731782,0.6429894819321013,0.0
1980-07-18,0.0,0.8330222001369882,0.8515606936416185,0.7358256994305521,0.5088870226315335,0.6448503547178003,0.0
1980-07-19,0.0,0.8213379175116508,0.848092485549133,0.739787076008913,0.5113326750228576,0.6281296040354767,0.0
1980-07-20,0.0,0.8873742596596786,0.8978034682080924,0.6754147066105471,0.42247829344708926,0.611385570312562,0.0
1980-07-21,0.0,0.880350259874562,0.911907514450867,0.7103243377073533,0.44044418271345237,0.611385570312562,0.0
1980-07-22,0.0,0.7521723364536188,0.9255491329479769,0.8635800940826937,0.605848165506874,0.611385570312562,0.0
1980-07-23,0.0,0.7746947984797002,0.9315606936416185,0.8516959643476107,0.5876804996851142,0.618339644354058,0.0
1980-07-24,0.0,0.7704777125666475,0.9308670520231215,0.8519435503837582,0.5912579753797268,0.6137444701523443,0.0
1980-07-25,0.0,0.7956996467854793,0.9549132947976878,0.8499628620945778,0.5857286397701561,0.6027813285106118,0.0
1980-07-26,0.0,0.7557716327106193,0.9516763005780347,0.8754642238177767,0.6132490652766082,0.5919337955869104,0.0
1980-07-27,0.0,0.8244805866315693,0.9072832369942195,0.7694974003466204,0.5003156848593172,0.6391872694009113,0.0
1980-07-28,0.0,0.8050470728857494,0.8892485549132948,0.7690022282743253,0.5027993593106154,0.6160620199181568,0.0
1980-07-29,0.0,0.6748277575578506,0.8661271676300578,0.8457538994800692,0.5896922570016471,0.596540036224531,0.0
1980-07-30,0.0,0.7423548530063526,0.9021965317919074,0.8375835602871997,0.5742334391706446,0.5756702374615663,0.0
1980-07-31,0.0,0.6554748250715159,0.8686705202312138,0.8581332012874473,0.6087642950902477,0.5625691489137229,0.0
1980-08-01,0.0,0.6708524154232532,0.8307514450867052,0.8083684080217876,0.5663225038612173,0.5625691489137229,0.0
1980-08-02,0.0,0.7046831141970751,0.8825433526011561,0.8326318395642485,0.5715115291274051,0.5451111847981854,0.0
1980-08-03,0.0,0.7084167125532173,0.8952601156069364,0.8385739044317899,0.5726419880971421,0.5305904966623325,0.0
1980-08-04,0.0,0.7184356491491963,0.8520231213872833,0.7873235949492448,0.5260537570821838,0.5142759925089104,0.0
1980-08-05,0.0,0.7778911884392754,0.8272832369942197,0.7135429561772716,0.4437522961931853,0.49708130052774036,0.0
1980-08-06,0.0,0.6901650572798455,0.8057803468208092,0.7590987868284228,0.5076971123072953,0.48182631011462385,0.0
1980-08-07,0.0,0.7044010797888772,0.8601156069364162,0.8026739291903937,0.5443376191351011,0.46779057031722177,0.0
1980-08-08,0.0,0.6151573349091447,0.8450867052023121,0.8432780391185938,0.5910947062293676,0.46457876471327797,0.0
1980-08-09,0.0,0.6783330423454519,0.8652023121387283,0.8242139143352315,0.5512794519329682,0.467083548157425,0.0
1980-08-10,0.0,0.7360695147665158,0.9070520231213873,0.8219856400099035,0.5501852328779415,0.45753069006133523,0.0
1980-08-11,0.0,0.7086315959118443,0.9047398843930635,0.8408021787571182,0.5697185777512539,0.4488708029745162,0.0
1980-08-12,0.0,0.717898440752629,0.9047398843930635,0.828918049022035,0.557163014364959,0.4455756086394516,0.0
1980-08-13,0.0,0.7406492163472516,0.8825433526011561,0.7833622183708839,0.509217948021921,0.43872810670929163,0.0
1980-08-14,0.0,0.6732027021582349,0.801849710982659,0.7521663778162911,0.47625443726319566,0.42726401177896806,0.0
1980-08-15,0.0,0.7426234572046363,0.7685549132947975,0.6684822975984155,0.38913140262668083,0.411511824306792,0.0
